index,h1,h2,h3,h4,h5,h6,title1,title2,type,dimension,备注,from,url,content_category,answer,passage_genetate_title,catalogue,count
632,毛囊炎,治疗,治疗原则,,,,毛囊炎的治疗,毛囊炎的治疗原则,SP,PO,,vt.quark.cn,https://vt.quark.cn/blm/quark-drug-291/main?lemmaId=li101ba598f8bf2133fb16000a&tabName=%E6%B2%BB%E7%96%97&anchor=t21018725b52d321336486000o&subtitle=%E6%B2%BB%E7%96%97%E5%8E%9F%E5%88%99,32,部分轻症毛囊炎可自行消退，无须特殊治疗，对日常生活不会造成影响。若毛囊炎反复发作或丘疹、脓疱久不消退，则需及时进行治疗，主要的治疗方法为药物治疗，病情进展出现脓疱可进行手术治疗。,"{""r_v1.0"":{""process_time"":""1670396293"",""value"":""轻症\t毛囊\t炎\t能\t自己\t消退\t吗""},""r_v1.1"":{""process_time"":""1671283769"",""value"":""轻症\t毛囊\t炎\t能\t自己\t消退\t吗""}}",毛囊炎_治疗_治疗原则,3
633,右背疼痛,就医,相关检查,,,,右背疼痛就医,右背疼痛的相关检查,SP,PO,,vt.quark.cn,https://vt.quark.cn/blm/quark-drug-291/main?lemmaId=li101ce4f55f5e21336486000s&tabName=%E5%B0%B1%E5%8C%BB&anchor=t2101872ddfd972133fb16000b&subtitle=%E7%9B%B8%E5%85%B3%E6%A3%80%E6%9F%A5,32,医生会进行详细的体格检查，再根据初步判断选择X线、CT、磁共振成像等影像学检查，结合血常规、免疫学检查、肾功能等实验室检查辅助诊断。1、体格检查。医生会观察患者背部有无明显外伤、疱疹、红肿等，询问患者有无被暴力击打或交通事故，初步判断右背疼痛的原因。医生会按压局部肌肉判断有无压痛，会用手指叩击背部相应区域，判断有无叩击痛。2、实验室检查。血常规：适用于排查感染性疾病，白细胞、中性粒细胞等增多常提示存在感染，有助于胆囊炎、胸膜炎、肾盂肾炎等疾病的诊断。免疫学检查：怀疑存在免疫系统疾病（如强直性脊柱炎、类风湿关节炎）时，需要进行本检查。类风湿因子、环瓜氨酸肽抗体、抗角蛋白抗体等检查有助于强直性脊柱炎、类风湿关节炎等免疫性疾病的诊断和鉴别诊断。心肌酶谱：对心源性胸背痛具有诊断价值。其他检查：肾小球滤过率、血肌酐、内生肌酐清除率等可用于判断肾功能是否正常。谷丙转氨酶、碱性磷酸酶及总胆红素等可用于辅助诊断胆囊炎、胆囊结石等。3、影像学检查。超声检查：可用于判断患者是否有神经压迫或其他病变，有助于医生明确右背疼痛病因。还常用于内脏疾病的筛查，胆囊炎、胆结石、肾结石、肾盂等疾病超声都可观察到异常表现。X线检查：经体格检查后，如怀疑存在脊柱病变，可选择进行X线检查，主要是判断患者是否存在脊柱或骨骼发育异常，还可用于判断腰椎有无畸形、腰椎有无退变增生、椎间隙有无变窄、椎体骨质有无破坏等。腹部X线平片还能辅助诊断肾脏疾病、胆囊疾病等。CT检查：可判断患者脊柱部位有无突出或狭窄，有助于医生明确右背疼痛的病因。CT较X线检查更精准、可靠，尤其是对于椎间盘突出。磁共振成像：对于判断肿瘤的位置和是否有转移、神经根脊髓有无受压、细微骨折的明确诊断等有一定价值。4、病理学检查。病理学检查对肿瘤的诊断、病情评估、判断预后和指导治疗非常有价值。,"{""r_v1.0"":{""process_time"":""1670396560"",""value"":""右\t背\t疼痛\t怎么办""},""r_v1.1"":{""process_time"":""1671215687"",""value"":""右\t背\t疼痛\t怎么办""}}",右背疼痛_就医_相关检查,3
634,皮脂腺痣,症状,其他症状,,,,皮脂腺痣的症状,皮脂腺痣的其他症状,SP,PO,,vt.quark.cn,https://vt.quark.cn/blm/quark-drug-291/main?lemmaId=li101c409619dc2133fb160006&tabName=%E7%97%87%E7%8A%B6&anchor=t21018725b52ab21336486000z&subtitle=%E5%85%B6%E4%BB%96%E7%97%87%E7%8A%B6,32,1、神经皮肤综合征的表现。极少数患者同时具有“神经皮肤综合征”的表现，出现智力迟钝、抽搐、眼发育异常、骨骼畸形等改变。,"{""r_v1.0"":{""process_time"":""1670396854"",""value"":""神经\t皮肤\t综合\t征\t的\t临床\t表现""},""r_v1.1"":{""process_time"":""1671203452"",""value"":""神经\t皮肤\t综合\t征\t的\t临床\t表现""}}",皮脂腺痣_症状_其他症状,3
635,水样白带,治疗,病因治疗,,,,水样白带的治疗方法,水样白带的病因治疗,SP,PO,,vt.quark.cn,https://vt.quark.cn/blm/quark-drug-291/main?lemmaId=li101cbf98d69e2133fb160007&tabName=%E6%B2%BB%E7%96%97&anchor=t2101872ddfdba2133fb160009&subtitle=%E7%97%85%E5%9B%A0%E6%B2%BB%E7%96%97,32,1、滴虫阴道炎。因可同时有尿道、尿道旁腺、前庭大腺滴虫感染，治愈此病需全身用药，主要药物为甲硝唑及替硝唑，治疗后建议复查。性伴侣应同时治疗，并告知治愈前应避免无保护性交。为避免重复感染，内裤及洗涤用的毛巾应煮沸5~10分钟，以消灭病原体。应注意筛查其他性传播疾病。2、细菌性阴道病。选用抗厌氧菌药物，包括甲硝唑、替硝唑、克林霉唑，口服或局部用药均可。性伴侣无须常规治疗。治疗后无症状者无须常规随访。3、子宫颈炎。仅表现为水样白带而无其他症状者无须处理。若糜烂样改变伴分泌物增多、乳头状增生或接触性出血，需排除沙眼衣原体及淋病奈瑟菌感染。可局部药物治疗，无效者可采用物理治疗，包括激光、冷冻、微波等方法。子宫颈息肉需行息肉摘除术并送病理组织学检查。子宫颈肥大一般无须治疗。若为淋球菌或沙眼衣原体感染，应对其性伴侣进行相应的检查及治疗。4、子宫颈上皮内瘤变。病理学确诊后，需要根据病变的层次结合细胞学检查进行治疗。Ⅰ级子宫颈上皮内瘤变，可根据年龄、生育要求及是否存在高危因素，确定采取随访、药物治疗或物理治疗，必要时推荐子宫颈锥切术。Ⅱ级和Ⅲ级子宫颈上皮内瘤变，根据年龄、生育要求及是否存在高危因素，确定采取物理治疗或子宫颈锥切术，必要时全子宫切除术。5、子宫颈癌。根据临床分期、患者年龄、生育要求、全身情况、医疗技术水平及设备条件等综合考虑，制订适当的个体化治疗方案。总原则为采用手术和放疗为主，化疗为辅的综合性治疗。6、子宫内膜癌。主要治疗方法为手术、放疗及药物（化学药物及激素）治疗。应根据肿瘤累及范围及组织学类型结合患者年龄、有无生育要求及全身情况制订适合的方案。早期以手术为主，晚期采用手术、放射、药物等综合治疗。7、输卵管癌。手术治疗：早期患者行全面分期手术。晚期患者行肿瘤细胞减灭术，尽可能切除原发及转移病灶。化学治疗：是输卵管癌最重要的辅助治疗手段。放射治疗：可作为术后辅助治疗及肿瘤复发姑息性治疗手段。8、阴道癌。手术治疗：早期阴道癌可行手术切除治疗。放射治疗：对于大部分患者尤其是晚期患者，放疗至关重要。化疗：同期放化疗对总生存期、无瘤生存期具有潜在获益。,"{""r_v1.0"":{""process_time"":""1670396377"",""value"":""子宫\t颈\t上皮\t内\t瘤\t变\t怎么\t治疗""},""r_v1.1"":{""process_time"":""1671204513"",""value"":""子宫\t颈\t上皮\t内\t瘤\t变\t怎么\t治疗""}}",水样白带_治疗_病因治疗,3
636,内生肌酐清除率,参考文献,参考文献,,,,内生肌酐清除率的参考文献,,,,,vt.quark.cn,https://vt.quark.cn/blm/quark-drug-291/main?lemmaId=li101c5a6c5acd21336486000c&tabName=%E5%8F%82%E8%80%83%E6%96%87%E7%8C%AE&anchor=t2101baa37bab72133fb160006&subtitle=%E5%8F%82%E8%80%83%E6%96%87%E7%8C%AE,32,"[1]万学红,卢雪峰.诊断学[M].9版.北京:人民卫生出版社,2018.[2]潘祥林,王鸿利.实用诊断学[M].2版.北京:人民卫生出版社,2017.[3]丛玉隆.实用检验医学[M].第2版.北京:人民卫生出版社,2013.[4]林果为,王吉耀,葛均波.实用内科学[M].15版.北京:人民卫生出版社,2017.","{""r_v1.1"":{""process_time"":""1671199055"",""value"":""实用\t内科\t学\t与\t实用\t诊断\t学""}}",内生肌酐清除率_参考文献_参考文献,3
637,多尿,就医,就医提醒,,,,多尿就医,多尿的就医提醒,SP,PO,,vt.quark.cn,https://vt.quark.cn/blm/quark-drug-291/main?lemmaId=li101ad2b6cf36213364860007&tabName=%E5%B0%B1%E5%8C%BB&anchor=t2101872ddfd8d2133fb16000d&subtitle=%E5%B0%B1%E5%8C%BB%E6%8F%90%E9%86%92,32,1、需近期及时就医的情况。多尿持续存在或反复发作。伴有尿痛、尿急、发热、腰痛、血尿、口干等症状时。50岁以上男性出现多尿、尿急、尿痛、尿分叉或尿不尽时。,"{""r_v1.0"":{""process_time"":""1670386502"",""value"":""男性\t多尿\t症状\t有\t哪些""},""r_v1.1"":{""process_time"":""1671283341"",""value"":""男性\t多尿\t症状\t有\t哪些""}}",多尿_就医_就医提醒,3
638,子宫内膜异位症,治疗,治疗原则,,,,子宫内膜异位症的治疗,子宫内膜异位症的治疗原则,SP,PO,,vt.quark.cn,https://vt.quark.cn/blm/quark-drug-291/main?lemmaId=li101b6f31151d21336486000g&tabName=%E6%B2%BB%E7%96%97&anchor=t21018725b52d321336486000o&subtitle=%E6%B2%BB%E7%96%97%E5%8E%9F%E5%88%99,32,缩减和消除病灶，减轻和控制疼痛，治疗和促进生育，减少和预防复发。根据患者的年龄、症状、生育要求、病变部位和病变范围，应用个体化的治疗方案。<br>对于无症状或症状轻的轻微病变患者：可采取期待治疗。<br>对于有生育要求的症状轻的患者：可先进行药物治疗，症状重的患者可采取保留生育功能的手术，术后辅以药物长期管理。<br>对于年轻无生育要求的重症患者：可药物联合保留卵巢功能的手术，术后再辅以药物长期管理。<br>对于无生育要求的症状及病变均严重、对药物治疗无效或不愿接受药物治疗的患者：可行切除子宫和卵巢的根治性手术。,"{""r_v1.0"":{""process_time"":""1670395119"",""value"":""卵巢\t癌\t怎么\t治疗""},""r_v1.1"":{""process_time"":""1671202307"",""value"":""卵巢\t癌\t怎么\t治疗""}}",子宫内膜异位症_治疗_治疗原则,3
639,卵巢癌,病因,直接原因,,,,卵巢癌的病因,卵巢癌的直接原因,SP,PO,,vt.quark.cn,https://vt.quark.cn/blm/quark-drug-291/main?lemmaId=li101ba54b26fa21336486000i&tabName=%E7%97%85%E5%9B%A0&anchor=t21018725b5293213364860001&subtitle=%E7%9B%B4%E6%8E%A5%E5%8E%9F%E5%9B%A0,32,1、生殖内分泌因素。持续排卵使卵巢表面上皮不断损伤与修复，增加卵巢表面上皮细胞突变概率，容易引起卵巢癌变。2、遗传因素。约10％的卵巢癌与遗传因素有关，目前认为主要为BRCA1和BRCA2基因遗传性病理性突变所致。3、疾病因素。乳腺癌、子宫内膜癌、肝癌、胰腺癌等易发生卵巢转移，引起卵巢癌。4、促排卵药物的应用。应用促排卵药物可增加卵巢癌发生的危险性，但这个结论尚有争议。此外，不管是否应用促排卵药物，不孕症女性卵巢癌发生的危险性均增加。5、生育因素。随妊娠次数的增加，卵巢癌的发病率降低。无生育史的女性患卵巢癌的概率比有生育史的女性高。,"{""r_v1.1"":{""process_time"":""1671286904"",""value"":""卵巢\t癌\t是\t怎么\t引起\t的""}}",卵巢癌_病因_直接原因,3
640,鼻毛变白,就医,就诊科室,,,,鼻毛变白就医,鼻毛变白的就诊科室,SP,PO,,vt.quark.cn,https://vt.quark.cn/blm/quark-drug-291/main?lemmaId=li101c982a9dc62133fb160006&tabName=%E5%B0%B1%E5%8C%BB&anchor=t2101872ddfd922133fb16000k&subtitle=%E5%B0%B1%E8%AF%8A%E7%A7%91%E5%AE%A4,32,若出现鼻毛变白，建议首先到皮肤性病科就诊，如果白发伴随其他症状或怀疑与其他系统或免疫性疾病等有关，则会建议到相应科室就诊，查找白发的病因。,"{""r_v1.0"":{""process_time"":""1670396531"",""value"":""鼻毛\t变\t白\t挂\t什么\t科""},""r_v1.1"":{""process_time"":""1671282670"",""value"":""鼻毛\t变\t白\t挂\t什么\t科""}}",鼻毛变白_就医_就诊科室,3
641,血小板减少性紫癜,症状,典型症状,,,,血小板减少性紫癜的症状,血小板减少性紫癜的典型症状,SP,PO,,vt.quark.cn,https://vt.quark.cn/blm/quark-drug-291/main?lemmaId=li101c0cad868621336486000z&tabName=%E7%97%87%E7%8A%B6&anchor=t21018725b52a521336486000x&subtitle=%E5%85%B8%E5%9E%8B%E7%97%87%E7%8A%B6,32,1、出血。血小板减少和/或功能减退，会导致止血过程中不能正常形成血栓，无法有效凝血，还会导致自发性出血。特发性血小板减少性紫癜中，大部分患者以皮肤、黏膜出血为主，可表现为四肢及躯干皮肤出现瘀点、瘀斑、紫癜及牙龈出血、鼻出血等。严重者可并发消化道、泌尿道、脑等内脏出血。继发性血小板减少性紫癜中，对于血小板＞/L的轻、中度患者来说可无症状。血小板重度减少的患者可出现类似特发性血小板减少性紫癜患者的一系列出血症状。血栓性血小板减少性紫癜中，出血以皮肤黏膜和视网膜为主，严重者可出现内脏及中枢神经系统出血。2、五联征。多数血栓性血小板减少性紫癜患者会表现出以血小板减少性紫癜、神经系统异常、微血管病性溶血、伴有不同程度的肾脏损害及发热为主的典型五联征。主要是由于微血管内形成血小板血栓，血小板消耗性减少，继发出血，微血管管腔狭窄，红细胞破坏，导致受累组织器官损伤或发生功能障碍。神经系统异常表现为意识紊乱、头痛、失语、惊厥、视力障碍、谵妄及偏瘫等变化多端的神经精神症状。微血管病性溶血表现为皮肤、巩膜黄染，尿色加深及肝脾肿大。肾脏损害表现为蛋白尿、血尿、管型尿等。约半数患者可出现发热。,"{""r_v1.0"":{""process_time"":""1670396109"",""value"":""血小板\t减少\t性\t紫癜\t的\t症状\t有\t哪些""},""r_v1.1"":{""process_time"":""1671197549"",""value"":""血小板\t减少\t性\t紫癜\t的\t症状\t有\t哪些""}}",血小板减少性紫癜_症状_典型症状,3
642,脂溢性角化病,治疗,药物治疗,,,,脂溢性角化病的治疗方法,脂溢性角化病的药物治疗,SP,PO,,vt.quark.cn,https://vt.quark.cn/blm/quark-drug-291/main?lemmaId=li101bcda220e521336486000g&tabName=%E6%B2%BB%E7%96%97&anchor=t21018725b52eb21336486000d&subtitle=%E8%8D%AF%E7%89%A9%E6%B2%BB%E7%96%97,32,1、局部外用药。常用药物有维A酸类制剂和三氯乙酸化学剥脱等。请在正规医院就诊在医生指导下应用。维A酸类制剂，如0.1％他扎罗汀软膏、阿达帕林凝胶等。常见不良反应有局部灼热、瘙痒感，继而发红等，应当遵医嘱使用。如出现不良反应，应及时就诊。,"{""r_v1.0"":{""process_time"":""1670395576"",""value"":""皮肤\t瘙痒\t用\t什么\t药""},""r_v1.1"":{""process_time"":""1671296523"",""value"":""皮肤\t瘙痒\t用\t什么\t药""}}",脂溢性角化病_治疗_药物治疗,3
643,韧带损伤,就医,就医提醒,,,,韧带损伤就医,韧带损伤的就医提醒,SP,PO,,vt.quark.cn,https://vt.quark.cn/blm/quark-drug-291/main?lemmaId=li101c40532a77213364860002&tabName=%E5%B0%B1%E5%8C%BB&anchor=t21018725b52b921336486000w&subtitle=%E5%B0%B1%E5%8C%BB%E6%8F%90%E9%86%92,32,1、需近日及时就医的情况。发生关节周围疼痛症状、关节活动受限等表现时，需要及时就医。2、需近紧急就医的情况。受到外界暴力或剧烈运动导致关节韧带部位损伤时，需要紧急就医。,"{""r_v1.0"":{""process_time"":""1670396292"",""value"":""关节\t韧带\t损伤\t需要\t紧急\t就医\t吗""},""r_v1.1"":{""process_time"":""1671285052"",""value"":""关节\t韧带\t损伤\t需要\t紧急\t就医\t吗""}}",韧带损伤_就医_就医提醒,3
644,浓痰,就医,就医提醒,,,,浓痰就医,浓痰的就医提醒,SP,PO,,vt.quark.cn,https://vt.quark.cn/blm/quark-drug-291/main?lemmaId=li101cbf6620f421336486000d&tabName=%E5%B0%B1%E5%8C%BB&anchor=t2101872ddfd8d2133fb16000d&subtitle=%E5%B0%B1%E5%8C%BB%E6%8F%90%E9%86%92,32,1、需近期及时就医的情况。不明原因的咳浓痰持续2周及以上。咳浓痰伴鼻塞、咽痛等。痰量较多，尤其是黄脓痰。年龄65岁以上或存在慢性病（如糖尿病）者出现长时间咳痰时。2、需紧急就医的情况。咳浓痰伴有其他症状，如发热、喘憋、胸痛、呼吸困难、气促、咯血等。唇部、面部或舌头颜色变暗紫色。出现高热。咳浓痰剧烈以致引发呕吐。脾气变得暴躁或行为反常。,"{""r_v1.0"":{""process_time"":""1670396251"",""value"":""咳\t浓痰\t有\t什么\t症状""},""r_v1.1"":{""process_time"":""1671285775"",""value"":""咳\t浓痰\t有\t什么\t症状""}}",浓痰_就医_就医提醒,3
645,紫癜,治疗,手术治疗,,,,紫癜的治疗方法,紫癜的手术治疗,SP,PO,,vt.quark.cn,https://vt.quark.cn/blm/quark-drug-291/main?lemmaId=li101bcda2aa872133fb16000b&tabName=%E6%B2%BB%E7%96%97&anchor=t21018725b52ee213364860008&subtitle=%E6%89%8B%E6%9C%AF%E6%B2%BB%E7%96%97,32,<br>一般无须手术，手术仅适用于药物治疗无效、维持量大或有使用禁忌的特发性血小板减少性紫癜，或者出现需要外科处理的急腹症，如肠梗阻、肠坏死等。<br>手术目的是减少血小板破坏，从而提升血小板数目。<br>手术方式是脾切除术或肠切除术。,"{""r_v1.0"":{""process_time"":""1670395636"",""value"":""什么\t是\t血小板\t减少\t性\t紫癜""},""r_v1.1"":{""process_time"":""1671381057"",""value"":""什么\t是\t血小板\t减少\t性\t紫癜""}}",紫癜_治疗_手术治疗,3
646,血友病,概述,流行病学,,,,血友病的概述,血友病的流行病学,SP,PO,,vt.quark.cn,https://vt.quark.cn/blm/quark-drug-291/main?lemmaId=li101c0cae24a721336486000g&tabName=%E6%A6%82%E8%BF%B0&anchor=t21018725b527521336486000x&subtitle=%E6%B5%81%E8%A1%8C%E7%97%85%E5%AD%A6,32,<br>患者常有家族史，多幼年发病。但约有1/3的患者为自发突变所致，没有明确的家族史。<br>没有种族、地区差异。<br>患者男性多见，女性极其罕见。<br>血友病的社会人群发病率为（5～10）/10万。<br>我国血友病的患病率为2.73／10万。<br>我国血友病A的患者占80%～85%，血友病B的患者占15%～20%。<br>男性中，血友病A的发病率约为1/5 000，血友病B的发病率约为1/25 000。<br>血友病的患病率在不同国家甚至同一国家的不同时期都存在很大的差异。,"{""r_v1.1"":{""process_time"":""1671285644"",""value"":""血友病\t的\t病因\t是\t什么""}}",血友病_概述_流行病学,3
647,华佗再造丸,饮食禁忌,饮食禁忌,,,,华佗再造丸的饮食禁忌,,,,,vt.quark.cn,https://vt.quark.cn/blm/quark-drug-291/main?lemmaId=li101c5a48515221336486000v&tabName=%E9%A5%AE%E9%A3%9F%E7%A6%81%E5%BF%8C&anchor=t2101968bcfe13213364860002&subtitle=%E9%A5%AE%E9%A3%9F%E7%A6%81%E5%BF%8C,32,<br>服药期间，禁止吃辛辣、生冷、油腻的食物。以免影响药效，延误治疗。<br>避免饮酒：华佗再造丸是一种复方制剂，尚不明确各种活性成分是否会和乙醇产生相互作用，最好避免饮酒。,"{""r_v1.0"":{""process_time"":""1670396617"",""value"":""华佗\t再造\t丸\t的\t注意\t事项""},""r_v1.1"":{""process_time"":""1671219799"",""value"":""华佗\t再造\t丸\t的\t注意\t事项""}}",华佗再造丸_饮食禁忌_饮食禁忌,3
648,慢性阻塞性肺疾病,治疗,药物治疗,,,,慢性阻塞性肺疾病的治疗方法,慢性阻塞性肺疾病的药物治疗,SP,PO,,vt.quark.cn,https://vt.quark.cn/blm/quark-drug-291/main?lemmaId=li101ad36c601b21336486000i&tabName=%E6%B2%BB%E7%96%97&anchor=t21018725b52eb21336486000d&subtitle=%E8%8D%AF%E7%89%A9%E6%B2%BB%E7%96%97,32,药物治疗可以使多数慢性阻塞性肺疾病患者呼吸更顺畅，需在医生的指导下用药。慢性阻塞性肺疾病药物治疗的主要作用为减轻气短症状，控制咳嗽和喘息，预防慢性阻塞性肺疾病急性发作，或避免出现致命性急性发作。1、支气管扩张剂。支气管扩张剂是慢阻肺稳定期患者最主要的治疗药物，有严重喘息症状者可给予支气管扩张剂雾化吸入治疗。可松弛气道平滑肌及改善呼吸过程中的肺排空，缓解气短症状，提高生患者活质量。临床常用的支气管扩张剂主要有β2受体激动剂、抗胆碱能药物和茶碱类药物。β₂受体激动剂（以吸入剂型为主）：常用药物有硫酸沙丁胺醇气雾剂、特布他林等，可缓解支气管痉挛。特布他林可出现震颤、头痛、睡眠失调、易激动、多动、坐立不安、心悸、皮疹和荨麻疹等不良反应。抗胆碱能药物（仅有吸入剂型）：常用药物有异丙托溴铵、噻托溴铵。对于肺气肿引起的喘息、呼吸急促等症状具有很好的缓解效果。异丙托溴铵可出现口干、口苦、头晕、头痛、心悸、恶心、皮疹、视物模糊及咳嗽等不良反应。茶碱类药物：常用药物有茶碱缓释或控释片、氨茶碱，对呼吸道平滑肌有直接松弛作用。与吸入糖皮质激素联用可提高慢阻肺患者对糖皮质激素的敏感性。氨茶碱的早期不良反应有恶心、胃部不适、呕吐、食欲缺乏，也可见头痛、易激动、烦躁、失眠等症状；甚至可出现心动过速、心律失常、失水、惊厥等。2、糖皮质激素。对于高风险的稳定期患者，吸入型糖皮质激素需与长效支气管扩张剂联用，以减轻气道炎症，增强支气管扩张剂药效，减少中重度慢性阻塞性肺疾病发生急性加重的风险。目前常用剂型有沙美特罗氟替卡松、布地奈德福莫特罗等。对需要住院治疗的急性加重期患者可考虑泼尼松龙，也可静脉给予甲泼尼龙。沙美特罗氟联合替卡松的复方制剂可出现震颤、声音嘶哑等不良反应，还可诱发口咽部念珠菌病、儿童和青少年发育迟缓等疾病。3、祛痰药和镇咳药。祛痰剂仅用于痰黏难咳者，镇咳药可能不利于痰液引流，应慎用。常用的祛痰剂有盐酸氨溴索、N-乙酰半胱氨酸、羧甲司坦等。N-乙酰半胱氨酸、羧甲司坦还可降低部分患者急性加重的风险。4、抗菌药物。常采用的参考指标是呼吸困难加重，咳嗽伴痰量增加、有脓性痰时。住院患者应根据预计的病原菌及当地细菌耐药情况选用抗菌药物，如β-内酰胺类/β-内酰胺酶抑制剂、大环内酯类或呼吸喹诺酮类，一般多静脉滴注给药。门诊可用阿莫西林、头孢唑肟、头孢呋辛、左氧氟沙星、莫西沙星，较重者可应用第三代头孢菌素，如头孢曲松。如果找到确切的病原菌，应根据药敏结果选用抗菌药物。,"{""r_v1.0"":{""process_time"":""1670395940"",""value"":""慢性\t阻塞\t性\t肺\t疾病\t的\t药物\t治疗\t方法""},""r_v1.1"":{""process_time"":""1671213388"",""value"":""慢性\t阻塞\t性\t肺\t疾病\t的\t药物\t治疗\t方法""}}",慢性阻塞性肺疾病_治疗_药物治疗,3
649,输卵管炎,症状,典型症状,,,,输卵管炎的症状,输卵管炎的典型症状,SP,PO,,vt.quark.cn,https://vt.quark.cn/blm/quark-drug-291/main?lemmaId=li101aa84d5d6d2133fb16000o&tabName=%E7%97%87%E7%8A%B6&anchor=t21018725b52a521336486000x&subtitle=%E5%85%B8%E5%9E%8B%E7%97%87%E7%8A%B6,32,1、发热。病原体感染后会释放炎症介质，刺激机体反应，调高体温调定点，引起发热。对于急性输卵管炎患者，体温可高达39~40℃，初期为持续性发热，脓肿形成后转为间歇性发热。对于慢性输卵管炎患者，常表现为低热。2、下腹痛。病原体会导致输卵管充血、肿胀、增粗，严重者还会造成输卵管与周围组织粘连，引起腹痛。常表现为下腹部疼痛、不适，有坠胀感，在劳累、性交后及经期前后会更加明显。3、白带异常。炎性物质刺激导致阴道黏膜充血、宫颈有脓性分泌物流出，出现阴道分泌物增多。常表现为白带增多，呈黄色或脓状，伴白带异味。4、阴道不规则出血。由病原体感染导致输卵管间质层发生出血，血液突破上皮进入管腔所致。表现为不规则的阴道出血，如果出血过多还会出现面色苍白、四肢湿冷、大汗淋漓、心悸、头晕等症状。,"{""r_v1.0"":{""process_time"":""1670386033"",""value"":""输\t卵\t管\t炎\t的\t症状""},""r_v1.1"":{""process_time"":""1671209063"",""value"":""输\t卵\t管\t炎\t的\t症状""}}",输卵管炎_症状_典型症状,3
650,酮康唑洗剂,饮食禁忌,饮食禁忌,,,,酮康唑洗剂的饮食禁忌,,,,,vt.quark.cn,https://vt.quark.cn/blm/quark-drug-291/main?lemmaId=li101b6f139ddf2133fb16000y&tabName=%E9%A5%AE%E9%A3%9F%E7%A6%81%E5%BF%8C&anchor=t2101968b1e3852133fb16000x&subtitle=%E9%A5%AE%E9%A3%9F%E7%A6%81%E5%BF%8C,32,<br>避免饮酒：用药期间饮酒血管扩张可能导致药物吸收增加，在使用酮康唑洗剂期间，请尽量避免喝酒。<br>注意饮食清淡：食用生冷油腻食物（如冰淇淋、肉类）、辛辣刺激性食物，虽然不会引起药物相互作用，但是食物可能引起患处不适。,"{""r_v1.0"":{""process_time"":""1670396549"",""value"":""酮康唑\t洗剂\t注意\t事项""},""r_v1.1"":{""process_time"":""1671295000"",""value"":""酮康唑\t洗剂\t注意\t事项""}}",酮康唑洗剂_饮食禁忌_饮食禁忌,3
651,子宫发育不良,就医,相关检查,,,,子宫发育不良就医,子宫发育不良的相关检查,SP,PO,,vt.quark.cn,https://vt.quark.cn/blm/quark-drug-291/main?lemmaId=li101c0c2f150c2133fb16000e&tabName=%E5%B0%B1%E5%8C%BB&anchor=t21018725b52c9213364860002&subtitle=%E7%9B%B8%E5%85%B3%E6%A3%80%E6%9F%A5,32,1、体格检查。体格检查为常规检查，适合于所有出现相关症状的疑似患者。医生会观察患者的乳房、外阴，可能有乳房过小、发育不良，阴毛过少等表现。医生会通过双合诊或者三合诊检查患者的子宫及附件，检查发现子宫往往较小，部分患者可检查出阴道闭锁。2、影像学检查。3、实验室检查。4、内镜检查。当患者的病情较为复杂时，比如患者合并有其他手术治疗指征或者经上述辅助检查仍不能完全明确诊断者，往往需要考虑通过腹腔镜或宫腔镜进行进一步检查，以明确诊断。在使用腹腔镜或者宫腔镜的同时，也可以对患者进行相应的治疗。有少数患者往往会合并下泌尿道（尿道、膀胱）畸形，膀胱镜检查有助于此类患者的协助诊断。,"{""r_v1.0"":{""process_time"":""1670395540"",""value"":""阴道\t闭锁\t怎么\t检查""},""r_v1.1"":{""process_time"":""1671213851"",""value"":""阴道\t闭锁\t怎么\t检查""}}",子宫发育不良_就医_相关检查,3
652,颅内肿瘤,治疗,治疗原则,,,,颅内肿瘤的治疗,颅内肿瘤的治疗原则,SP,PO,,vt.quark.cn,https://vt.quark.cn/blm/quark-drug-291/main?lemmaId=li101acd50aaab2133fb16000n&tabName=%E6%B2%BB%E7%96%97&anchor=t21018725b52d321336486000o&subtitle=%E6%B2%BB%E7%96%97%E5%8E%9F%E5%88%99,32,<br>主要包括手术治疗和非手术治疗。能够手术治疗的首选手术治疗。不能手术治疗或者手术治疗无法彻底切除者，可以采用放疗、化疗、免疫治疗等保守治疗。<br>症状严重的患者应先降低颅内压力，以缓解症状，争取治疗时间。常用的方法有脱水药物治疗如甘露醇，糖皮质激素如地塞米松，以及高渗盐水、冬眠低温和脑脊液外引流等。<br>治疗后应定期复查，及时发现复发。恶性肿瘤复发率高，需要长期随访。,"{""r_v1.0"":{""process_time"":""1670385989"",""value"":""恶性\t肿瘤\t怎么\t治疗""},""r_v1.1"":{""process_time"":""1671211039"",""value"":""恶性\t肿瘤\t怎么\t治疗""}}",颅内肿瘤_治疗_治疗原则,3
653,膝关节脱位,治疗,治疗原则,,,,膝关节脱位的治疗,膝关节脱位的治疗原则,SP,PO,,vt.quark.cn,https://vt.quark.cn/blm/quark-drug-291/main?lemmaId=li101b09b29bd52133fb16000j&tabName=%E6%B2%BB%E7%96%97&anchor=t21018725b52d321336486000o&subtitle=%E6%B2%BB%E7%96%97%E5%8E%9F%E5%88%99,32,立即进行复位、评估血供，必要时进行手术探查及治疗。,"{""r_v1.0"":{""process_time"":""1670385946"",""value"":""血栓\t性\t血栓\t怎么\t治疗""},""r_v1.1"":{""process_time"":""1671202334"",""value"":""血栓性血栓怎么治疗""}}",膝关节脱位_治疗_治疗原则,3
